序号,交易对,卖量暴涨倍数,当日买量倍数,当日卖量倍数,买卖量比值,信号时未平仓量,建仓时未平仓量,未平仓量比率,买量加速度,信号时间,信号价,建仓日期,建仓具体时间,建仓5分钟时刻,建仓时多空比,建仓价,建仓涨幅%,平仓日期,平仓具体时间,平仓价,持仓小时数,盈亏百分比,建仓手续费,补仓手续费,平仓手续费,交易手续费合计,资金费,资金费次数,平均费率%,盈亏金额,扣交易费后,最终净盈亏,真实盈亏金额,余额,连续爆,2小时判断,12小时判断,平仓原因,基差%,杠杆倍数,仓位金额,是否有补仓,补仓价格,补仓后平均价,2h收盘价,2h涨幅%,2h最大跌幅%,12h收盘价,12h涨幅%,12h最大跌幅%,24h收盘价,24小时涨幅%,24h最大跌幅%,72h最大跌幅%,最大跌幅%,2小时最大涨幅%,24小时最大涨幅%,止盈阈值%,建仓时账户多空比,信号时账户多空比,多空比变化率,当前5m时间,当前5m收盘价,当前浮盈金额,当前浮盈百分比
381,LISTAUSDT,27.8,23.7,21.6,1.096,"$3,147,902","$3,584,679",0.878,0.0000,2026-01-17 19:00,0.194900,2026-01-17,2026-01-17 20:00:00,2026-01-17 20:00:00,1.93,0.185400,-4.87%,2026-01-20,2026-01-20 20:00:00,0.142200,72.0,23.30%,0.3571,,0.2739,0.6309,0.0000,,,416.01,415.37,415.37,415.37,19556.54,是,强（保持30%）,强（30%）,max_hold_time,-0.0282%,3.0,595.12,否,,,0.175500,-5.34%,6.53%,0.166900,-9.98%,10.52%,0.167600,-9.60%,11.11%,24.38%,24.38%,5.23%,,,1.9283,2.2321,0.8639,,,,
382,DAMUSDT,27.3,9.4,5.4,1.746,"$1,845,386","$2,001,658",0.922,0.0000,2026-01-17 22:00,0.030070,2026-01-17,2026-01-17 23:00:00,2026-01-17 23:00:00,2.59,0.029780,-0.96%,2026-01-18,2026-01-18 11:00:00,0.033150,12.0,-11.32%,0.3392,,0.3776,0.7168,-1.4803,3,0.0291%,-191.93,-192.65,-191.17,-191.17,19365.36,否,中（改成20%）,弱（12%）,early_stop_loss_12h,0.0000%,3.0,565.36,否,,,0.031980,7.39%,0.71%,0.033150,11.32%,0.71%,0.030790,,0.71%,10.24%,0.71%,7.89%,,,2.5894,2.8373,0.9126,,,,
383,MEUSDT,84.5,13.7,12.5,1.097,"$3,509,682","$7,418,674",0.473,0.0000,2026-01-18 10:00,0.285900,2026-01-18,2026-01-18 11:00:00,2026-01-18 11:00:00,1.12,0.293100,2.52%,2026-01-20,2026-01-20 17:00:00,0.231549,54.0,21.00%,0.3608,,0.2850,0.6458,0.0000,,,378.81,378.17,378.17,378.17,19743.53,是,中（改成20%）,弱（12%）,take_profit,-1.6842%,3.0,601.29,否,,,0.295500,0.82%,3.55%,0.279700,-4.57%,7.37%,0.256200,-12.59%,19.21%,21.84%,21.22%,2.83%,,21.0%,1.1173,1.3753,0.8124,,,,
384,DUSDT,76.1,28.8,28.2,1.022,"$1,142,884","$1,621,920",0.705,0.0000,2026-01-18 12:00,0.015020,2026-01-18,2026-01-18 13:00:00,2026-01-18 13:00:00,2.72,0.015100,0.53%,2026-01-21,2026-01-21 13:00:00,0.013720,72.0,9.14%,0.3427,,0.3114,0.6541,0.0000,,,156.61,155.96,155.96,155.96,19899.49,是,强（保持30%）,强（30%）,max_hold_time,-0.4451%,3.0,571.23,否,,,0.013930,-7.75%,10.00%,0.012130,-19.67%,30.40%,0.012250,-18.87%,30.40%,30.40%,30.40%,1.66%,,,2.7202,3.8146,0.7131,,,,
385,SAFEUSDT,50.9,72.1,66.6,1.082,"$2,258,728","$3,198,346",0.706,0.0000,2026-01-18 00:00,0.224700,2026-01-18,2026-01-18 01:00:00,2026-01-18 01:00:00,1.11,0.221200,-1.56%,2026-01-21,2026-01-21 01:00:00,0.179700,72.0,18.76%,0.3256,,0.2645,0.5901,0.0000,,,305.43,304.84,304.84,304.84,20204.33,是,中（改成20%）,弱（12%）,max_hold_time,-1.4783%,3.0,542.66,否,,,0.214100,-3.21%,3.57%,0.201900,-8.73%,9.49%,0.192600,-12.93%,19.30%,20.98%,20.98%,3.62%,,,1.1066,1.3838,0.7997,,,,
386,PLAYUSDT,60.6,23.5,16.7,1.409,"$6,112,639","$8,218,522",0.744,0.0000,2026-01-19 08:00,0.086730,2026-01-19,2026-01-19 09:00:00,2026-01-19 09:00:00,0.46,0.084900,-2.11%,2026-01-22,2026-01-22 00:00:00,0.077900,63.0,8.24%,0.4992,,0.4580,0.9572,-27.4859,15,0.0734%,205.79,204.83,232.32,232.32,20436.65,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.3992%,3.0,831.98,否,,,0.085340,0.52%,1.77%,0.081620,-3.86%,10.81%,0.081510,-3.99%,10.81%,11.18%,10.81%,5.48%,,,0.4558,0.4486,1.0160,,,,
387,RVVUSDT,52.9,21.3,14.0,1.528,"$3,213,290","$2,627,280",1.223,0.0000,2026-01-19 00:00,0.003005,2026-01-19,2026-01-19 01:00:00,2026-01-19 01:00:00,1.45,0.003021,0.53%,2026-01-22,2026-01-22 00:00:00,0.003324,71.0,-10.03%,0.4742,,0.5218,0.9960,-3.1954,17,0.0079%,-237.82,-238.82,-235.62,-235.62,20201.03,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0896%,3.0,790.39,否,,,0.002908,-3.74%,6.29%,0.003057,1.19%,8.28%,0.003112,3.01%,8.28%,8.28%,8.28%,0.86%,,,1.4504,1.7056,0.8504,,,,
388,TNSRUSDT,50.5,11.4,13.5,0.839,"$4,576,210","$5,028,132",0.910,0.0000,2026-01-18 13:00,0.077480,2026-01-18,2026-01-18 14:00:00,2026-01-18 14:00:00,0.99,0.076940,-0.70%,2026-01-19,2026-01-19 00:00:00,0.060783,10.0,21.00%,0.4505,,0.3559,0.8064,-0.2253,2,0.0050%,473.05,472.24,472.46,472.46,20673.50,是,中（改成20%）,中（保持20%）,take_profit,0.0000%,3.0,750.87,否,,,0.074860,-2.70%,4.37%,0.063840,-17.03%,24.14%,0.067550,,24.14%,24.14%,24.14%,2.77%,,21.0%,0.9853,0.9755,1.0100,,,,
389,VANAUSDT,47.6,37.4,20.3,1.840,"$1,705,453","$2,099,752",0.812,0.0000,2026-01-18 10:00,2.557000,2026-01-18,2026-01-18 11:00:00,2026-01-18 11:00:00,1.55,2.572000,0.59%,2026-01-21,2026-01-21 11:00:00,2.108000,72.0,18.04%,0.4280,,0.3508,0.7788,10.0048,18,-0.0260%,386.06,385.28,375.28,375.28,21048.77,是,中（改成20%）,弱（12%）,max_hold_time,-0.1785%,3.0,713.32,否,,,2.463000,-4.24%,5.29%,2.449000,-4.78%,5.95%,2.218000,-13.76%,16.64%,20.45%,20.45%,2.14%,,,1.5484,1.8043,0.8582,,,,
390,GPSUSDT,46.6,32.0,35.3,0.908,"$2,309,048","$3,325,600",0.694,0.0000,2026-01-18 17:00,0.006791,2026-01-18,2026-01-18 18:00:00,2026-01-18 18:00:00,1.72,0.006830,0.57%,2026-01-19,2026-01-19 00:00:00,0.005396,6.0,21.00%,0.4066,,0.3212,0.7278,0.0000,,,426.92,426.20,426.20,426.20,21474.97,是,中（改成20%）,中（保持20%）,take_profit,-0.2400%,3.0,677.66,否,,,0.006377,-6.63%,8.01%,0.005999,-12.17%,24.38%,0.006571,,24.38%,24.38%,24.38%,1.29%,,21.0%,1.7181,1.8670,0.9202,,,,
391,BLESSUSDT,44.7,12.4,9.3,1.324,"$2,181,846","$1,963,273",1.111,0.0000,2026-01-19 00:00,0.009100,2026-01-19,2026-01-19 01:00:00,2026-01-19 01:00:00,2.58,0.009150,0.55%,2026-01-20,2026-01-20 17:00:00,0.008143,40.0,11.00%,0.3863,,0.3438,0.7300,-0.9657,10,0.0050%,212.45,211.72,212.68,212.68,21687.65,否,中（改成20%）,弱（12%）,take_profit,0.0664%,3.0,643.77,否,,,0.008870,-3.06%,3.61%,0.009090,-0.66%,4.15%,0.009040,-1.20%,4.15%,16.28%,12.46%,1.53%,,11.0%,2.5791,2.9277,0.8809,,,,
392,BARDUSDT,43.1,26.7,27.8,0.959,"$16,469,677","$17,608,683",0.935,0.0000,2026-01-19 00:00,0.807400,2026-01-19,2026-01-19 01:00:00,2026-01-19 01:00:00,0.34,0.795900,-1.42%,2026-01-22,2026-01-22 00:00:00,0.820200,71.0,-3.05%,0.5222,,0.5381,1.0603,-2.2192,17,0.0050%,-79.71,-80.77,-78.55,-78.55,21609.10,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0027%,3.0,870.26,否,,,0.762400,-4.21%,5.98%,0.796900,0.13%,5.98%,0.804400,1.07%,5.98%,5.98%,5.98%,1.61%,,,0.3426,0.3122,1.0974,,,,
393,XAGUSDT,42.8,20.1,13.1,1.538,"$19,659,795","$20,545,913",0.957,0.0000,2026-01-18 23:00,93.030000,2026-01-19,2026-01-19 00:00:00,2026-01-19 00:00:00,1.37,92.910000,-0.13%,2026-01-22,2026-01-22 00:00:00,91.140000,72.0,1.91%,0.4961,,0.4866,0.9827,0.0000,,,47.25,46.27,46.27,46.27,21655.36,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0379%,3.0,826.75,否,,,93.310000,0.43%,0.60%,93.060000,0.16%,0.60%,93.750000,0.90%,0.60%,2.74%,2.74%,1.25%,,,1.3697,1.5820,0.8658,,,,
394,HIPPOUSDT,41.7,11.4,11.4,1.000,"$2,690,986","$2,383,195",1.129,0.0000,2026-01-19 00:00,0.000975,2026-01-19,2026-01-19 01:00:00,2026-01-19 01:00:00,4.17,0.000968,-0.72%,2026-01-22,2026-01-22 00:00:00,0.001007,71.0,-4.03%,0.4712,,0.4902,0.9615,0.0000,,,-94.93,-95.89,-95.89,-95.89,21559.47,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,785.41,否,,,0.000955,-1.34%,4.34%,0.000995,2.79%,4.34%,0.001011,4.44%,4.34%,4.34%,4.34%,1.76%,,,4.1680,4.2994,0.9694,,,,
395,XAUUSDT,41.6,21.1,16.0,1.319,"$13,791,444","$12,898,595",1.069,0.0000,2026-01-18 23:00,4673.210000,2026-01-19,2026-01-19 00:00:00,2026-01-19 00:00:00,0.84,4670.270000,-0.06%,2026-01-22,2026-01-22 00:00:00,4778.090000,72.0,-2.31%,0.4477,,0.4580,0.9057,-8.3244,18,0.0207%,-51.68,-52.58,-44.26,-44.26,21515.21,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,746.14,否,,,4661.060000,-0.20%,0.26%,4663.980000,-0.13%,0.26%,4668.340000,-0.04%,0.26%,0.26%,0.26%,0.27%,,,0.8379,1.0072,0.8319,,,,
396,SKYAIUSDT,41.6,18.4,16.3,1.132,"$7,709,892","$9,386,428",0.821,0.0000,2026-01-19 06:00,0.046660,2026-01-19,2026-01-19 07:00:00,2026-01-19 07:00:00,0.75,0.046320,-0.73%,2026-01-22,2026-01-22 00:00:00,0.042550,65.0,8.14%,0.4253,,0.3907,0.8160,0.0000,,,173.08,172.26,172.26,172.26,21687.47,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,708.84,否,,,0.047450,2.44%,2.07%,0.046730,0.89%,2.07%,0.045180,-2.46%,3.86%,14.77%,14.77%,3.17%,,,0.7501,0.9040,0.8298,,,,
397,MANTAUSDT,61.3,45.4,42.6,1.066,"$2,364,436","$3,683,637",0.642,0.0000,2026-01-21 12:00,0.088380,2026-01-21,2026-01-21 13:00:00,2026-01-21 13:00:00,1.78,0.087680,-0.79%,2026-01-22,2026-01-22 00:00:00,0.080580,11.0,8.10%,0.4839,,0.4447,0.9287,1.5902,2,-0.0329%,195.94,195.01,193.42,193.42,21880.89,是,中（改成20%）,中（保持20%）,btc_yesterday_yang_flatten_open,-0.3592%,3.0,806.56,否,,,0.087270,-0.47%,3.71%,0.081890,-6.60%,10.39%,0.078180,,11.45%,16.81%,10.39%,1.90%,,,1.7809,1.9472,0.9146,,,,
398,LSKUSDT,40.5,13.1,12.6,1.041,"$2,833,306","$2,424,441",1.169,0.0000,2026-01-19 00:00,0.186400,2026-01-19,2026-01-19 01:00:00,2026-01-19 01:00:00,1.98,0.185900,-0.27%,2026-01-22,2026-01-22 00:00:00,0.178600,71.0,3.93%,0.4597,,0.4417,0.9014,0.0000,,,90.27,89.36,89.36,89.36,21970.26,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,766.23,否,,,0.184500,-0.75%,0.97%,0.183800,-1.13%,1.45%,0.183800,-1.13%,1.45%,7.48%,1.45%,0.43%,,,1.9789,2.3058,0.8582,,,,
399,TACUSDT,39.4,8.6,15.6,0.550,"$1,114,714","$1,076,898",1.035,0.0000,2026-01-19 00:00,0.004097,2026-01-19,2026-01-19 01:00:00,2026-01-19 01:00:00,2.93,0.004102,0.12%,2026-01-22,2026-01-22 00:00:00,0.004613,71.0,-12.46%,0.4368,,0.4912,0.9279,0.0000,,,-272.04,-272.97,-272.97,-272.97,21697.29,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,727.92,否,,,0.004112,0.24%,0.34%,0.004099,-0.07%,1.58%,0.004099,-0.07%,1.58%,1.58%,1.58%,0.90%,,,2.9308,3.2992,0.8883,,,,
400,SKLUSDT,38.5,7.8,9.0,0.870,"$2,281,834","$2,205,746",1.034,0.0000,2026-01-18 13:00,0.010940,2026-01-18,2026-01-18 14:00:00,2026-01-18 14:00:00,2.37,0.010940,0.00%,2026-01-23,2026-01-23 00:00:00,0.010520,106.0,3.84%,0.6509,,0.6259,1.2768,6.6156,26,-0.0078%,124.95,123.67,117.06,117.06,21814.35,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0933%,3.0,1084.86,否,,,0.011030,0.82%,1.92%,0.010140,-7.31%,21.12%,0.010100,-7.68%,21.12%,21.12%,1.92%,0.82%,,,2.3727,2.5613,0.9264,,,,
401,AGTUSDT,35.3,16.9,34.9,0.484,"$2,149,100","$2,105,956",1.020,0.0000,2026-01-18 12:00,0.003318,2026-01-18,2026-01-18 13:00:00,2026-01-18 13:00:00,4.74,0.003270,-1.45%,2026-01-23,2026-01-23 00:00:00,0.003505,107.0,-7.19%,0.6184,,0.6628,1.2812,-4.0194,26,0.0050%,-222.20,-223.48,-219.46,-219.46,21594.89,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1030.62,否,,,0.003385,3.52%,0.37%,0.003032,-7.28%,17.16%,0.003501,7.06%,17.16%,17.16%,0.37%,3.98%,,,4.7405,4.4318,1.0697,,,,
402,ZKCUSDT,35.1,23.7,42.4,0.560,"$1,911,272","$2,165,421",0.883,0.0000,2026-01-18 11:00,0.117000,2026-01-18,2026-01-18 12:00:00,2026-01-18 12:00:00,1.59,0.116600,-0.34%,2026-01-23,2026-01-23 00:00:00,0.102600,108.0,12.01%,0.5875,,0.5169,1.1044,0.0000,,,352.67,351.57,351.57,351.57,21946.46,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,979.09,否,,,0.114400,-1.89%,2.83%,0.110900,-4.89%,15.78%,0.103400,-11.32%,15.78%,17.07%,4.97%,0.51%,,,1.5860,1.6157,0.9816,,,,
403,MOVEUSDT,32.8,14.9,19.2,0.775,"$6,936,210","$7,575,439",0.916,0.0000,2026-01-18 11:00,0.040570,2026-01-18,2026-01-18 12:00:00,2026-01-18 12:00:00,1.48,0.040730,0.39%,2026-01-23,2026-01-23 00:00:00,0.033390,108.0,18.02%,0.5581,,0.4575,1.0156,0.0000,,,502.86,501.85,501.85,501.85,22448.30,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.9194%,3.0,930.14,否,,,0.039650,-2.65%,2.90%,0.039420,-3.22%,15.71%,0.036690,-9.92%,15.71%,20.06%,3.76%,3.61%,,,1.4777,1.4631,1.0100,,,,
404,DOLOUSDT,22.9,7.3,8.5,0.851,"$4,805,714","$6,332,787",0.759,0.0000,2026-01-20 08:00,0.064900,2026-01-20,2026-01-20 09:00:00,2026-01-20 09:00:00,0.94,0.065940,1.60%,2026-01-23,2026-01-23 00:00:00,0.053300,63.0,19.17%,0.5302,,0.4285,0.9587,0.0000,,,508.15,507.19,507.19,507.19,22955.49,是,强（保持30%）,强（30%）,btc_yesterday_yang_flatten_open,-0.0942%,3.0,883.63,否,,,0.058950,-10.60%,11.63%,0.057710,-12.48%,16.53%,0.053880,-18.29%,19.53%,21.99%,17.08%,0.88%,,,0.9376,0.8481,1.1055,,,,
405,COWUSDT,22.6,46.8,35.6,1.312,"$2,097,090","$2,291,159",0.915,0.0000,2026-01-21 09:00,0.219800,2026-01-21,2026-01-21 10:00:00,2026-01-21 10:00:00,1.35,0.220300,0.23%,2026-01-23,2026-01-23 00:00:00,0.212100,38.0,3.72%,0.5037,,0.4849,0.9886,-1.1333,9,0.0050%,93.74,92.75,93.88,93.88,23049.37,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,839.45,否,,,0.220700,0.18%,0.50%,0.223200,1.32%,3.77%,0.219800,-0.23%,3.77%,5.76%,3.77%,1.63%,,,1.3469,1.4027,0.9602,,,,
406,NAORISUSDT,17.3,15.4,12.5,1.235,"$1,060,937","$1,339,236",0.792,0.0000,2026-01-20 18:00,0.025970,2026-01-20,2026-01-20 19:00:00,2026-01-20 19:00:00,2.30,0.026710,2.85%,2026-01-20,2026-01-20 20:00:00,0.031518,1.0,-18.00%,0.4785,,0.5646,1.0431,0.0000,,,-430.64,-431.68,-431.68,-431.68,22617.69,是,强（2h内默认）,强（保持30%）,stop_loss,0.0691%,3.0,797.48,否,,,0.031240,16.96%,3.74%,0.047650,78.40%,3.74%,0.030540,,11.34%,11.34%,3.74%,26.36%,,,2.3014,2.7133,0.8482,,,,
407,BDXNUSDT,16.9,8.3,6.3,1.312,"$1,615,975","$1,736,692",0.930,0.0000,2026-01-21 13:00,0.016140,2026-01-21,2026-01-21 14:00:00,2026-01-21 14:00:00,2.37,0.015690,-2.79%,2026-01-23,2026-01-23 00:00:00,0.017650,34.0,-12.49%,0.4655,,0.5237,0.9892,-0.9988,8,0.0054%,-290.77,-291.76,-290.76,-290.76,22326.93,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,775.89,否,,,0.015800,0.70%,1.85%,0.016100,2.61%,3.44%,0.016460,4.91%,3.44%,3.44%,3.44%,3.06%,,,2.3704,2.4388,0.9720,,,,
408,XAIUSDT,16.2,9.1,16.9,0.540,"$3,190,126","$2,998,827",1.064,0.0000,2026-01-21 22:00,0.015700,2026-01-21,2026-01-21 23:00:00,2026-01-21 23:00:00,1.43,0.015670,-0.19%,2026-01-23,2026-01-23 00:00:00,0.015200,25.0,3.00%,0.4423,,0.4290,0.8713,0.0000,,,66.32,65.45,65.45,65.45,22392.38,否,中（推断20%）,未知,btc_yesterday_yang_flatten_open,-0.1186%,3.0,737.10,否,,,0.015670,0.00%,0.83%,0.015630,-0.26%,0.89%,0.015260,-2.62%,3.89%,6.45%,0.83%,0.70%,,,1.4290,1.4783,0.9667,,,,
409,1000CHEEMSUSDT,12.6,41.0,39.8,1.030,"$2,407,289","$2,136,400",1.127,0.0000,2026-01-20 08:00,0.000857,2026-01-20,2026-01-20 09:00:00,2026-01-20 09:00:00,1.54,0.000853,-0.55%,2026-01-23,2026-01-23 00:00:00,0.000861,63.0,-0.96%,0.4201,,0.4242,0.8443,-0.9702,15,0.0031%,-20.20,-21.05,-20.08,-20.08,22372.30,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,700.24,否,,,0.000858,0.69%,0.02%,0.000857,0.54%,2.74%,0.000869,1.96%,2.74%,2.74%,2.74%,1.11%,,,1.5355,1.2447,1.2336,,,,
410,GPSUSDT,12.2,7.0,6.3,1.112,"$3,262,780","$4,368,518",0.747,0.0000,2026-01-20 10:00,0.007438,2026-01-20,2026-01-20 11:00:00,2026-01-20 11:00:00,1.68,0.007541,1.38%,2026-01-23,2026-01-23 00:00:00,0.007050,61.0,6.51%,0.3991,,0.3731,0.7723,0.0000,,,129.94,129.17,129.17,129.17,22501.47,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-1.3330%,3.0,665.23,否,,,0.007305,-3.13%,7.41%,0.006840,-9.30%,12.11%,0.006998,-7.20%,12.11%,12.11%,12.11%,4.28%,,,1.6817,1.9949,0.8430,,,,
411,ZAMAUSDT,11.8,8.8,7.6,1.145,"$5,538,921","$8,044,920",0.688,0.0000,2026-01-21 01:00,0.072100,2026-01-21,2026-01-21 02:00:00,2026-01-21 02:00:00,0.57,0.069500,-3.61%,2026-01-24,2026-01-24 00:00:00,0.060900,70.0,12.37%,0.6750,,0.5915,1.2666,-2.8689,17,0.0050%,417.65,416.39,419.26,419.26,22920.73,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1125.07,否,,,0.066400,-4.46%,7.77%,0.064300,-7.48%,10.07%,0.065600,-5.61%,10.07%,14.82%,10.07%,4.60%,,,0.5699,0.5815,0.9801,,,,
412,JCTUSDT,11.7,9.2,7.6,1.216,"$955,909","$988,014",0.968,0.0000,2026-01-20 11:00,0.001489,2026-01-20,2026-01-20 12:00:00,2026-01-20 12:00:00,3.55,0.001630,9.47%,2026-01-24,2026-01-24 00:00:00,0.001732,84.0,-6.26%,0.6413,,0.6814,1.3227,0.0000,,,-200.65,-201.97,-201.97,-201.97,22718.76,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0640%,3.0,1068.82,否,,,0.001720,5.52%,9.02%,0.001684,3.31%,9.02%,0.001703,4.48%,9.02%,9.02%,9.02%,6.07%,,,3.5455,3.6404,0.9739,,,,
413,RAREUSDT,11.3,8.7,7.2,1.210,"$2,945,285","$3,339,057",0.882,0.0000,2026-01-21 12:00,0.027290,2026-01-21,2026-01-21 13:00:00,2026-01-21 13:00:00,1.43,0.028270,3.59%,2026-01-24,2026-01-24 00:00:00,0.026910,59.0,4.81%,0.6092,,0.5799,1.1891,0.0000,,,146.54,145.35,145.35,145.35,22864.11,是,强（保持30%）,强（30%）,btc_yesterday_yang_flatten_open,-0.1918%,3.0,1015.38,否,,,0.026450,-6.44%,7.99%,0.026550,-6.08%,8.91%,0.026030,-7.92%,8.91%,11.07%,7.99%,0.78%,,,1.4319,1.4384,0.9955,,,,
414,ALICEUSDT,11.2,21.8,4.6,4.711,"$2,189,823","$2,315,627",0.946,0.0000,2026-01-20 15:00,0.186000,2026-01-20,2026-01-20 16:00:00,2026-01-20 16:00:00,2.58,0.183000,-1.61%,2026-01-24,2026-01-24 00:00:00,0.175000,80.0,4.37%,0.5788,,0.5535,1.1322,-2.0410,10,0.0071%,126.51,125.37,127.41,127.41,22991.52,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.0395%,3.0,964.61,否,,,0.172000,-6.01%,7.65%,0.175000,-4.37%,12.02%,0.173000,-5.46%,12.02%,12.02%,12.02%,2.19%,,,2.5817,2.6390,0.9783,,,,
415,PIXELUSDT,10.8,4.2,4.6,0.920,"$1,476,063","$1,586,152",0.931,0.0000,2026-01-20 13:00,0.009190,2026-01-20,2026-01-20 14:00:00,2026-01-20 14:00:00,2.69,0.009220,0.33%,2026-01-24,2026-01-24 00:00:00,0.008200,82.0,11.06%,0.5498,,0.4890,1.0388,0.0000,,,304.13,303.10,303.10,303.10,23294.62,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.1239%,3.0,916.38,否,,,0.009260,0.43%,1.52%,0.008660,-6.07%,9.87%,0.008560,-7.16%,9.87%,10.41%,9.87%,3.04%,,,2.6873,2.8730,0.9354,,,,
416,MERLUSDT,10.4,3.0,3.3,0.915,"$11,540,092","$13,885,299",0.831,0.0000,2026-01-20 13:00,0.176940,2026-01-20,2026-01-20 14:00:00,2026-01-20 14:00:00,0.68,0.177190,0.14%,2026-01-24,2026-01-24 00:00:00,0.115180,82.0,35.00%,0.5223,,0.3395,0.8619,0.0000,,,913.99,913.13,913.13,913.13,24207.75,否,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,870.56,否,,,0.179390,1.24%,6.77%,0.161290,-8.97%,12.05%,0.156290,-11.80%,16.73%,33.49%,12.05%,10.24%,,,0.6801,1.0028,0.6782,,,,
417,FLUIDUSDT,417.6,99.4,103.0,0.965,"$1,462,948","$4,290,345",0.341,0.0000,2026-01-25 00:00,3.616000,2026-01-25,2026-01-25 01:00:00,2026-01-25 01:00:00,1.03,3.616000,0.00%,2026-01-26,2026-01-26 00:00:00,2.856640,23.0,21.00%,0.7262,,0.5737,1.3000,57.5044,5,-0.3167%,762.54,761.24,703.74,703.74,24911.49,是,中（改成20%）,弱（12%）,take_profit,-0.9823%,3.0,1210.39,否,,,3.942000,9.02%,5.67%,3.314000,-8.35%,9.51%,2.763000,,24.12%,26.41%,24.12%,13.38%,,21.0%,1.0292,1.5820,0.6506,,,,
418,GUSDT,129.7,124.3,354.9,0.350,"$1,240,735","$2,161,407",0.574,0.0000,2026-01-25 00:00,0.005863,2026-01-25,2026-01-25 01:00:00,2026-01-25 01:00:00,1.85,0.005771,-1.57%,2026-01-26,2026-01-26 00:00:00,0.004559,23.0,21.00%,0.6899,,0.5450,1.2350,0.0000,,,724.42,723.18,723.18,723.18,25634.67,是,中（改成20%）,弱（12%）,take_profit,-0.4122%,3.0,1149.87,否,,,0.006036,4.59%,4.59%,0.005429,-5.93%,8.42%,0.004627,,21.68%,23.79%,21.68%,12.37%,,21.0%,1.8531,2.5026,0.7405,,,,
419,ORCAUSDT,76.5,43.9,72.6,0.604,"$2,518,947","$2,839,726",0.887,0.0000,2026-01-25 00:00,1.111000,2026-01-25,2026-01-25 01:05:00,2026-01-25 01:05:00,1.53,1.102000,-0.81%,2026-01-27,2026-01-27 00:00:00,1.077000,46.92,2.27%,0.6554,,0.6406,1.2960,0.0000,,,74.34,73.05,73.05,73.05,25707.72,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,-0.5259%,3.0,1092.37,否,,,1.104000,0.18%,1.18%,1.094000,-0.73%,3.09%,1.063000,-3.27%,8.53%,8.53%,8.53%,1.00%,,,1.5336,1.6802,0.9127,,,,
420,BOBUSDT,47.0,82.0,50.6,1.620,"$1,251,100","$1,581,696",0.791,0.0000,2026-01-25 16:00,0.010453,2026-01-25,2026-01-25 17:00:00,2026-01-25 17:00:00,1.40,0.010173,-2.68%,2026-01-27,2026-01-27 00:00:00,0.010461,31.0,-2.83%,0.6227,,0.6403,1.2629,-8.8024,7,0.0404%,-88.14,-89.40,-80.60,-80.60,25627.12,是,中（改成20%）,弱（12%）,btc_yesterday_yang_flatten_open,0.0000%,3.0,1037.76,否,,,0.010135,-0.37%,7.19%,0.010056,-1.15%,7.19%,0.010314,1.39%,7.19%,9.26%,7.19%,3.23%,,,1.4015,1.7488,0.8014,,,,
421,JTOUSDT,44.1,4.4,4.7,0.939,"$4,287,178","$4,889,675",0.877,0.0000,2026-01-25 13:00,0.360500,2026-01-25,2026-01-25 14:00:00,2026-01-25 14:00:00,1.40,0.354400,-1.69%,2026-01-27,2026-01-27 00:00:00,0.346800,34.0,2.14%,0.5915,,0.5788,1.1704,0.0000,,,63.42,62.25,62.25,62.25,25689.38,是,中（改成20%）,强（30%）,btc_yesterday_yang_flatten_open,-1.4737%,3.0,985.87,否,,,0.338900,-4.37%,6.63%,0.320700,-9.51%,14.90%,0.325100,-8.27%,14.90%,14.90%,14.90%,2.37%,,,1.4004,1.4079,0.9947,,,,
